species,port,gear,year,qtr,n,landing,coverage
POP,CRS,TWL,1978,1,1,0,1
PRRK,CRS,TWL,1978,1,1,0,0
QLBK,CRS,TWL,1978,1,1,0,1
RDBD,CRS,TWL,1978,1,1,0,1
REDS,CRS,TWL,1978,1,1,0,1
REX,CRS,TWL,1978,1,1,0,1
REYE,CRS,TWL,1978,1,1,0,1
ROSY,CRS,TWL,1978,1,1,0,1
RSTN,CRS,TWL,1978,1,1,0,1
SBLY,CRS,TWL,1978,1,1,0,1
SHRP,CRS,TWL,1978,1,1,0,1
SLGR,CRS,TWL,1978,1,1,0,1
SNOS,CRS,TWL,1978,1,1,0,1
SPKL,CRS,TWL,1978,1,1,0,1
SQRS,CRS,TWL,1978,1,1,0,1
SRKR,CRS,TWL,1978,1,1,0,1
SSPN,CRS,TWL,1978,1,1,0,1
STAR,CRS,TWL,1978,1,1,0,1
STRK,CRS,TWL,1978,1,1,0,1
SWSP,CRS,TWL,1978,1,1,0,1
TIGR,CRS,TWL,1978,1,1,0,1
TREE,CRS,TWL,1978,1,1,0,0
URCK,CRS,TWL,1978,1,1,0,1
VRML,CRS,TWL,1978,1,1,0,1
WDOW,CRS,TWL,1978,1,1,38126,1
YEYE,CRS,TWL,1978,1,1,0,1
YMTH,CRS,TWL,1978,1,1,0,1
YTRK,CRS,TWL,1978,1,1,19063,1
ARRA,CRS,TWL,1981,1,1,0,1
BANK,CRS,TWL,1981,1,1,0,1
BCAC,CRS,TWL,1981,1,1,0,1
BLCK,CRS,TWL,1981,1,1,0,1
BLGL,CRS,TWL,1981,1,1,0,1
BLUR,CRS,TWL,1981,1,1,0,1
BRNZ,CRS,TWL,1981,1,1,0,1
BRWN,CRS,TWL,1981,1,1,0,1
BYEL,CRS,TWL,1981,1,1,0,1
CBZN,CRS,TWL,1981,1,1,0,0
CHNA,CRS,TWL,1981,1,1,0,1
CLPR,CRS,TWL,1981,1,1,0,1
CMEL,CRS,TWL,1981,1,1,0,1
CNRY,CRS,TWL,1981,1,1,0,1
COPP,CRS,TWL,1981,1,1,0,1
CWCD,CRS,TWL,1981,1,1,0,1
DBRK,CRS,TWL,1981,1,1,240817,0
EGLS,CRS,TWL,1981,1,1,0,1
FLAG,CRS,TWL,1981,1,1,0,1
GBLC,CRS,TWL,1981,1,1,0,1
GRAS,CRS,TWL,1981,1,1,0,1
GSPT,CRS,TWL,1981,1,1,0,1
GSRK,CRS,TWL,1981,1,1,0,1
HBRK,CRS,TWL,1981,1,1,0,1
LCOD,CRS,TWL,1981,1,1,0,1
LSPN,CRS,TWL,1981,1,1,0,1
MXRF,CRS,TWL,1981,1,1,0,1
OLVE,CRS,TWL,1981,1,1,0,1
PNKR,CRS,TWL,1981,1,1,0,1
POP,CRS,TWL,1981,1,1,0,1
PRRK,CRS,TWL,1981,1,1,0,1
QLBK,CRS,TWL,1981,1,1,0,1
RDBD,CRS,TWL,1981,1,1,6019,1
REDS,CRS,TWL,1981,1,1,0,1
REX,CRS,TWL,1981,1,1,0,1
REYE,CRS,TWL,1981,1,1,0,1
ROSY,CRS,TWL,1981,1,1,0,1
RSTN,CRS,TWL,1981,1,1,0,1
SBLY,CRS,TWL,1981,1,1,0,1
SHRP,CRS,TWL,1981,1,1,0,1
SLGR,CRS,TWL,1981,1,1,0,1
SNOS,CRS,TWL,1981,1,1,54183,1
SPKL,CRS,TWL,1981,1,1,0,1
SQRS,CRS,TWL,1981,1,1,0,1
SRKR,CRS,TWL,1981,1,1,0,1
SSPN,CRS,TWL,1981,1,1,0,1
STAR,CRS,TWL,1981,1,1,0,1
STRK,CRS,TWL,1981,1,1,0,1
SWSP,CRS,TWL,1981,1,1,0,1
TIGR,CRS,TWL,1981,1,1,0,1
TREE,CRS,TWL,1981,1,1,0,1
URCK,CRS,TWL,1981,1,1,0,1
VRML,CRS,TWL,1981,1,1,0,1
WDOW,CRS,TWL,1981,1,1,0,1
YEYE,CRS,TWL,1981,1,1,0,1
YMTH,CRS,TWL,1981,1,1,0,1
YTRK,CRS,TWL,1981,1,1,0,1
ARRA,CRS,TWL,1982,1,3,0,1
BANK,CRS,TWL,1982,1,3,0,1
BCAC,CRS,TWL,1982,1,3,19455,1
BLCK,CRS,TWL,1982,1,3,0,1
BLGL,CRS,TWL,1982,1,3,0,1
BLUR,CRS,TWL,1982,1,3,0,1
BRNZ,CRS,TWL,1982,1,3,0,1
BRWN,CRS,TWL,1982,1,3,0,1
BYEL,CRS,TWL,1982,1,3,0,1
CBZN,CRS,TWL,1982,1,3,0,0
CHNA,CRS,TWL,1982,1,3,0,1
CLPR,CRS,TWL,1982,1,3,0,1
CMEL,CRS,TWL,1982,1,3,0,1
CNRY,CRS,TWL,1982,1,3,298117,0.666666666666667
COPP,CRS,TWL,1982,1,3,0,1
CWCD,CRS,TWL,1982,1,3,0,1
DBRK,CRS,TWL,1982,1,3,0,1
EGLS,CRS,TWL,1982,1,3,0,1
FLAG,CRS,TWL,1982,1,3,0,1
GBLC,CRS,TWL,1982,1,3,0,1
GRAS,CRS,TWL,1982,1,3,0,1
GSPT,CRS,TWL,1982,1,3,146,1
GSRK,CRS,TWL,1982,1,3,0,1
HBRK,CRS,TWL,1982,1,3,0,1
LCOD,CRS,TWL,1982,1,3,0,1
LSPN,CRS,TWL,1982,1,3,0,1
MXRF,CRS,TWL,1982,1,3,0,1
OLVE,CRS,TWL,1982,1,3,0,1
PNKR,CRS,TWL,1982,1,3,0,1
POP,CRS,TWL,1982,1,3,847,0.666666666666667
PRRK,CRS,TWL,1982,1,3,0,1
QLBK,CRS,TWL,1982,1,3,0,1
RDBD,CRS,TWL,1982,1,3,1168,0.666666666666667
REDS,CRS,TWL,1982,1,3,0,1
REX,CRS,TWL,1982,1,3,0,1
REYE,CRS,TWL,1982,1,3,0,1
ROSY,CRS,TWL,1982,1,3,0,1
RSTN,CRS,TWL,1982,1,3,0,1
SBLY,CRS,TWL,1982,1,3,0,1
SHRP,CRS,TWL,1982,1,3,0,1
SLGR,CRS,TWL,1982,1,3,0,1
SNOS,CRS,TWL,1982,1,3,2044,0.666666666666667
SPKL,CRS,TWL,1982,1,3,0,1
SQRS,CRS,TWL,1982,1,3,0,1
SRKR,CRS,TWL,1982,1,3,0,1
SSPN,CRS,TWL,1982,1,3,0,1
STAR,CRS,TWL,1982,1,3,0,1
STRK,CRS,TWL,1982,1,3,0,1
SWSP,CRS,TWL,1982,1,3,0,1
TIGR,CRS,TWL,1982,1,3,0,0
TREE,CRS,TWL,1982,1,3,0,1
URCK,CRS,TWL,1982,1,3,0,1
VRML,CRS,TWL,1982,1,3,1519,0.666666666666667
WDOW,CRS,TWL,1982,1,3,58,1
YEYE,CRS,TWL,1982,1,3,0,1
YMTH,CRS,TWL,1982,1,3,0,1
YTRK,CRS,TWL,1982,1,3,0,1
ARRA,CRS,TWL,1984,1,7,0,1
BANK,CRS,TWL,1984,1,7,3189,1
BCAC,CRS,TWL,1984,1,7,0,1
BLCK,CRS,TWL,1984,1,7,0,1
BLGL,CRS,TWL,1984,1,7,637,1
BLUR,CRS,TWL,1984,1,7,0,1
BRNZ,CRS,TWL,1984,1,7,0,1
BRWN,CRS,TWL,1984,1,7,0,1
BYEL,CRS,TWL,1984,1,7,0,1
CBZN,CRS,TWL,1984,1,7,0,1
CHNA,CRS,TWL,1984,1,7,0,1
CLPR,CRS,TWL,1984,1,7,0,1
CMEL,CRS,TWL,1984,1,7,0,1
CNRY,CRS,TWL,1984,1,7,47745,0.857142857142857
COPP,CRS,TWL,1984,1,7,0,1
CWCD,CRS,TWL,1984,1,7,0,1
DBRK,CRS,TWL,1984,1,7,62702,0.714285714285714
EGLS,CRS,TWL,1984,1,7,0,0
FLAG,CRS,TWL,1984,1,7,0,1
GBLC,CRS,TWL,1984,1,7,0,1
GRAS,CRS,TWL,1984,1,7,0,1
GSPT,CRS,TWL,1984,1,7,3141,1
GSRK,CRS,TWL,1984,1,7,1504,1
HBRK,CRS,TWL,1984,1,7,0,1
LCOD,CRS,TWL,1984,1,7,0,1
LSPN,CRS,TWL,1984,1,7,0,1
MXRF,CRS,TWL,1984,1,7,0,1
OLVE,CRS,TWL,1984,1,7,0,1
PNKR,CRS,TWL,1984,1,7,0,1
POP,CRS,TWL,1984,1,7,1291,1
PRRK,CRS,TWL,1984,1,7,0,1
QLBK,CRS,TWL,1984,1,7,0,1
RDBD,CRS,TWL,1984,1,7,0,1
REDS,CRS,TWL,1984,1,7,0,1
REX,CRS,TWL,1984,1,7,0,1
REYE,CRS,TWL,1984,1,7,0,1
ROSY,CRS,TWL,1984,1,7,0,1
RSTN,CRS,TWL,1984,1,7,0,1
SBLY,CRS,TWL,1984,1,7,0,1
SHRP,CRS,TWL,1984,1,7,0,1
SLGR,CRS,TWL,1984,1,7,0,1
SNOS,CRS,TWL,1984,1,7,21080,0.857142857142857
SPKL,CRS,TWL,1984,1,7,0,1
SQRS,CRS,TWL,1984,1,7,0,1
SRKR,CRS,TWL,1984,1,7,0,1
SSPN,CRS,TWL,1984,1,7,0,1
STAR,CRS,TWL,1984,1,7,0,1
STRK,CRS,TWL,1984,1,7,322,1
SWSP,CRS,TWL,1984,1,7,0,1
TIGR,CRS,TWL,1984,1,7,0,1
TREE,CRS,TWL,1984,1,7,0,1
URCK,CRS,TWL,1984,1,7,0,1
VRML,CRS,TWL,1984,1,7,0,1
WDOW,CRS,TWL,1984,1,7,0,1
YEYE,CRS,TWL,1984,1,7,0,1
YMTH,CRS,TWL,1984,1,7,0,1
YTRK,CRS,TWL,1984,1,7,158363,0.571428571428571
ARRA,CRS,TWL,1978,2,1,0,1
BANK,CRS,TWL,1978,2,1,0,1
BCAC,CRS,TWL,1978,2,1,36275,1
BLCK,CRS,TWL,1978,2,1,0,1
BLGL,CRS,TWL,1978,2,1,0,1
BLUR,CRS,TWL,1978,2,1,0,1
BRNZ,CRS,TWL,1978,2,1,0,1
BRWN,CRS,TWL,1978,2,1,0,1
BYEL,CRS,TWL,1978,2,1,0,1
CBZN,CRS,TWL,1978,2,1,0,1
CHNA,CRS,TWL,1978,2,1,0,1
CLPR,CRS,TWL,1978,2,1,0,1
CMEL,CRS,TWL,1978,2,1,0,1
CNRY,CRS,TWL,1978,2,1,286852,0
COPP,CRS,TWL,1978,2,1,0,1
CWCD,CRS,TWL,1978,2,1,0,1
DBRK,CRS,TWL,1978,2,1,0,1
EGLS,CRS,TWL,1978,2,1,0,1
FLAG,CRS,TWL,1978,2,1,0,1
GBLC,CRS,TWL,1978,2,1,0,1
GRAS,CRS,TWL,1978,2,1,0,1
GSPT,CRS,TWL,1978,2,1,0,1
GSRK,CRS,TWL,1978,2,1,0,1
HBRK,CRS,TWL,1978,2,1,0,1
LCOD,CRS,TWL,1978,2,1,0,1
LSPN,CRS,TWL,1978,2,1,0,1
MXRF,CRS,TWL,1978,2,1,0,1
OLVE,CRS,TWL,1978,2,1,0,1
PNKR,CRS,TWL,1978,2,1,0,1
POP,CRS,TWL,1978,2,1,0,1
PRRK,CRS,TWL,1978,2,1,0,0
QLBK,CRS,TWL,1978,2,1,0,1
RDBD,CRS,TWL,1978,2,1,0,1
REDS,CRS,TWL,1978,2,1,0,1
REX,CRS,TWL,1978,2,1,0,1
REYE,CRS,TWL,1978,2,1,0,1
ROSY,CRS,TWL,1978,2,1,0,1
RSTN,CRS,TWL,1978,2,1,0,1
SBLY,CRS,TWL,1978,2,1,0,1
SHRP,CRS,TWL,1978,2,1,0,1
SLGR,CRS,TWL,1978,2,1,0,1
SNOS,CRS,TWL,1978,2,1,0,1
SPKL,CRS,TWL,1978,2,1,0,1
SQRS,CRS,TWL,1978,2,1,0,1
SRKR,CRS,TWL,1978,2,1,0,1
SSPN,CRS,TWL,1978,2,1,0,1
STAR,CRS,TWL,1978,2,1,0,1
STRK,CRS,TWL,1978,2,1,0,1
SWSP,CRS,TWL,1978,2,1,0,1
TIGR,CRS,TWL,1978,2,1,0,1
TREE,CRS,TWL,1978,2,1,0,1
URCK,CRS,TWL,1978,2,1,0,1
VRML,CRS,TWL,1978,2,1,0,1
WDOW,CRS,TWL,1978,2,1,0,1
YEYE,CRS,TWL,1978,2,1,0,1
YMTH,CRS,TWL,1978,2,1,0,1
YTRK,CRS,TWL,1978,2,1,16462,1
ARRA,CRS,TWL,1980,2,9,0,1
BANK,CRS,TWL,1980,2,9,0,1
BCAC,CRS,TWL,1980,2,9,27196,1
BLCK,CRS,TWL,1980,2,9,0,1
BLGL,CRS,TWL,1980,2,9,0,1
BLUR,CRS,TWL,1980,2,9,0,1
BRNZ,CRS,TWL,1980,2,9,0,1
BRWN,CRS,TWL,1980,2,9,0,1
BYEL,CRS,TWL,1980,2,9,0,1
CBZN,CRS,TWL,1980,2,9,0,1
CHNA,CRS,TWL,1980,2,9,0,0
CLPR,CRS,TWL,1980,2,9,2468,1
CMEL,CRS,TWL,1980,2,9,0,1
CNRY,CRS,TWL,1980,2,9,80659,0.666666666666667
COPP,CRS,TWL,1980,2,9,0,1
CWCD,CRS,TWL,1980,2,9,0,1
DBRK,CRS,TWL,1980,2,9,656,1
EGLS,CRS,TWL,1980,2,9,0,1
FLAG,CRS,TWL,1980,2,9,0,1
GBLC,CRS,TWL,1980,2,9,0,1
GRAS,CRS,TWL,1980,2,9,0,1
GSPT,CRS,TWL,1980,2,9,1682,1
GSRK,CRS,TWL,1980,2,9,50,1
HBRK,CRS,TWL,1980,2,9,0,1
LCOD,CRS,TWL,1980,2,9,0,1
LSPN,CRS,TWL,1980,2,9,0,1
MXRF,CRS,TWL,1980,2,9,0,1
OLVE,CRS,TWL,1980,2,9,0,1
PNKR,CRS,TWL,1980,2,9,0,1
POP,CRS,TWL,1980,2,9,605,0.888888888888889
PRRK,CRS,TWL,1980,2,9,0,0
QLBK,CRS,TWL,1980,2,9,0,1
RDBD,CRS,TWL,1980,2,9,1056,1
REDS,CRS,TWL,1980,2,9,0,1
REX,CRS,TWL,1980,2,9,0,1
REYE,CRS,TWL,1980,2,9,0,1
ROSY,CRS,TWL,1980,2,9,0,1
RSTN,CRS,TWL,1980,2,9,0,1
SBLY,CRS,TWL,1980,2,9,0,1
SHRP,CRS,TWL,1980,2,9,0,1
SLGR,CRS,TWL,1980,2,9,0,1
SNOS,CRS,TWL,1980,2,9,4847,0.888888888888889
SPKL,CRS,TWL,1980,2,9,0,1
SQRS,CRS,TWL,1980,2,9,0,1
SRKR,CRS,TWL,1980,2,9,0,1
SSPN,CRS,TWL,1980,2,9,0,1
STAR,CRS,TWL,1980,2,9,0,1
STRK,CRS,TWL,1980,2,9,1212,0.888888888888889
SWSP,CRS,TWL,1980,2,9,0,1
TIGR,CRS,TWL,1980,2,9,0,1
TREE,CRS,TWL,1980,2,9,0,1
URCK,CRS,TWL,1980,2,9,0,1
VRML,CRS,TWL,1980,2,9,0,1
WDOW,CRS,TWL,1980,2,9,107422,0.888888888888889
YEYE,CRS,TWL,1980,2,9,0,1
YMTH,CRS,TWL,1980,2,9,0,1
YTRK,CRS,TWL,1980,2,9,2405,0.777777777777778
ARRA,CRS,TWL,1982,2,5,2680,1
BANK,CRS,TWL,1982,2,5,0,1
BCAC,CRS,TWL,1982,2,5,212953,1
BLCK,CRS,TWL,1982,2,5,0,1
BLGL,CRS,TWL,1982,2,5,0,1
BLUR,CRS,TWL,1982,2,5,0,1
BRNZ,CRS,TWL,1982,2,5,0,1
BRWN,CRS,TWL,1982,2,5,0,1
BYEL,CRS,TWL,1982,2,5,0,1
CBZN,CRS,TWL,1982,2,5,0,1
CHNA,CRS,TWL,1982,2,5,0,1
CLPR,CRS,TWL,1982,2,5,4935,1
CMEL,CRS,TWL,1982,2,5,0,1
CNRY,CRS,TWL,1982,2,5,63245,1
COPP,CRS,TWL,1982,2,5,0,1
CWCD,CRS,TWL,1982,2,5,0,1
DBRK,CRS,TWL,1982,2,5,3776,1
EGLS,CRS,TWL,1982,2,5,0,1
FLAG,CRS,TWL,1982,2,5,1522,0.8
GBLC,CRS,TWL,1982,2,5,0,1
GRAS,CRS,TWL,1982,2,5,0,1
GSPT,CRS,TWL,1982,2,5,7128,1
GSRK,CRS,TWL,1982,2,5,18034,0.8
HBRK,CRS,TWL,1982,2,5,0,1
LCOD,CRS,TWL,1982,2,5,0,1
LSPN,CRS,TWL,1982,2,5,0,1
MXRF,CRS,TWL,1982,2,5,0,1
OLVE,CRS,TWL,1982,2,5,0,1
PNKR,CRS,TWL,1982,2,5,0,1
POP,CRS,TWL,1982,2,5,0,1
PRRK,CRS,TWL,1982,2,5,0,1
QLBK,CRS,TWL,1982,2,5,0,1
RDBD,CRS,TWL,1982,2,5,2253,1
REDS,CRS,TWL,1982,2,5,0,1
REX,CRS,TWL,1982,2,5,0,1
REYE,CRS,TWL,1982,2,5,0,1
ROSY,CRS,TWL,1982,2,5,0,0
RSTN,CRS,TWL,1982,2,5,0,1
SBLY,CRS,TWL,1982,2,5,0,1
SHRP,CRS,TWL,1982,2,5,0,1
SLGR,CRS,TWL,1982,2,5,0,1
SNOS,CRS,TWL,1982,2,5,0,1
SPKL,CRS,TWL,1982,2,5,0,1
SQRS,CRS,TWL,1982,2,5,0,1
SRKR,CRS,TWL,1982,2,5,0,1
SSPN,CRS,TWL,1982,2,5,0,1
STAR,CRS,TWL,1982,2,5,0,1
STRK,CRS,TWL,1982,2,5,852,1
SWSP,CRS,TWL,1982,2,5,0,1
TIGR,CRS,TWL,1982,2,5,0,1
TREE,CRS,TWL,1982,2,5,0,1
URCK,CRS,TWL,1982,2,5,0,1
VRML,CRS,TWL,1982,2,5,852,1
WDOW,CRS,TWL,1982,2,5,2132,1
YEYE,CRS,TWL,1982,2,5,2558,0.8
YMTH,CRS,TWL,1982,2,5,0,1
YTRK,CRS,TWL,1982,2,5,3411,1
ARRA,CRS,TWL,1983,2,2,6755,1
BANK,CRS,TWL,1983,2,2,0,1
BCAC,CRS,TWL,1983,2,2,122232,1
BLCK,CRS,TWL,1983,2,2,0,1
BLGL,CRS,TWL,1983,2,2,0,1
BLUR,CRS,TWL,1983,2,2,0,1
BRNZ,CRS,TWL,1983,2,2,0,1
BRWN,CRS,TWL,1983,2,2,0,1
BYEL,CRS,TWL,1983,2,2,0,1
CBZN,CRS,TWL,1983,2,2,0,1
CHNA,CRS,TWL,1983,2,2,0,1
CLPR,CRS,TWL,1983,2,2,0,1
CMEL,CRS,TWL,1983,2,2,0,1
CNRY,CRS,TWL,1983,2,2,29211,1
COPP,CRS,TWL,1983,2,2,0,1
CWCD,CRS,TWL,1983,2,2,0,1
DBRK,CRS,TWL,1983,2,2,39002,1
EGLS,CRS,TWL,1983,2,2,0,1
FLAG,CRS,TWL,1983,2,2,0,1
GBLC,CRS,TWL,1983,2,2,0,1
GRAS,CRS,TWL,1983,2,2,0,1
GSPT,CRS,TWL,1983,2,2,0,1
GSRK,CRS,TWL,1983,2,2,0,1
HBRK,CRS,TWL,1983,2,2,0,0
LCOD,CRS,TWL,1983,2,2,0,1
LSPN,CRS,TWL,1983,2,2,0,1
MXRF,CRS,TWL,1983,2,2,0,1
OLVE,CRS,TWL,1983,2,2,0,1
PNKR,CRS,TWL,1983,2,2,0,1
POP,CRS,TWL,1983,2,2,7475,1
PRRK,CRS,TWL,1983,2,2,0,1
QLBK,CRS,TWL,1983,2,2,0,1
RDBD,CRS,TWL,1983,2,2,61547,0.5
REDS,CRS,TWL,1983,2,2,0,1
REX,CRS,TWL,1983,2,2,0,1
REYE,CRS,TWL,1983,2,2,0,1
ROSY,CRS,TWL,1983,2,2,0,1
RSTN,CRS,TWL,1983,2,2,0,1
SBLY,CRS,TWL,1983,2,2,0,1
SHRP,CRS,TWL,1983,2,2,0,1
SLGR,CRS,TWL,1983,2,2,0,1
SNOS,CRS,TWL,1983,2,2,29273,1
SPKL,CRS,TWL,1983,2,2,0,1
SQRS,CRS,TWL,1983,2,2,0,1
SRKR,CRS,TWL,1983,2,2,0,1
SSPN,CRS,TWL,1983,2,2,0,1
STAR,CRS,TWL,1983,2,2,0,1
STRK,CRS,TWL,1983,2,2,0,1
SWSP,CRS,TWL,1983,2,2,0,1
TIGR,CRS,TWL,1983,2,2,0,1
TREE,CRS,TWL,1983,2,2,0,1
URCK,CRS,TWL,1983,2,2,0,1
VRML,CRS,TWL,1983,2,2,0,1
WDOW,CRS,TWL,1983,2,2,27428,1
YEYE,CRS,TWL,1983,2,2,0,1
YMTH,CRS,TWL,1983,2,2,0,1
YTRK,CRS,TWL,1983,2,2,14951,1
ARRA,CRS,TWL,1984,2,3,5818,0.666666666666667
BANK,CRS,TWL,1984,2,3,0,1
BCAC,CRS,TWL,1984,2,3,0,1
BLCK,CRS,TWL,1984,2,3,0,1
BLGL,CRS,TWL,1984,2,3,0,1
BLUR,CRS,TWL,1984,2,3,0,1
BRNZ,CRS,TWL,1984,2,3,0,1
BRWN,CRS,TWL,1984,2,3,0,1
BYEL,CRS,TWL,1984,2,3,0,1
