species,year,n,landing,coverage
ARRA,1978,57,3478898,0.614035087719298
ARRA,1980,61,8149536,0.426229508196721
ARRA,1981,42,4796164,0.904761904761905
ARRA,1982,50,3841230,0.46
BANK,1978,57,3478898,0.807017543859649
BANK,1980,61,8149536,0.983606557377049
BANK,1981,42,4796164,0.761904761904762
BANK,1982,50,3841230,0.72
BCAC,1978,57,3478898,0.771929824561403
BCAC,1980,61,8149536,0.60655737704918
BCAC,1981,42,4796164,0.5
BCAC,1982,50,3841230,0.72
BLGL,1978,57,3478898,0.964912280701754
BLGL,1980,61,8149536,0.983606557377049
BLGL,1981,42,4796164,0.976190476190476
BLGL,1982,50,3841230,0.74
BLUR,1978,57,3478898,0.719298245614035
BLUR,1980,61,8149536,1
BLUR,1981,42,4796164,0.976190476190476
BLUR,1982,50,3841230,0.96
BRWN,1978,57,3478898,0.666666666666667
BRWN,1980,61,8149536,0.540983606557377
BRWN,1981,42,4796164,0.595238095238095
BRWN,1982,50,3841230,0.58
CLPR,1978,57,3478898,0.789473684210526
CLPR,1980,61,8149536,0.672131147540984
CLPR,1981,42,4796164,0.642857142857143
CLPR,1982,50,3841230,0.72
CNRY,1978,57,3478898,0.701754385964912
CNRY,1980,61,8149536,0.868852459016393
CNRY,1981,42,4796164,0.880952380952381
CNRY,1982,50,3841230,0.82
CWCD,1978,57,3478898,0.964912280701754
CWCD,1980,61,8149536,0.967213114754098
CWCD,1981,42,4796164,0.976190476190476
CWCD,1982,50,3841230,0.94
DBRK,1978,57,3478898,0.280701754385965
DBRK,1980,61,8149536,0.163934426229508
DBRK,1981,42,4796164,0.333333333333333
DBRK,1982,50,3841230,0.1
EGLS,1978,57,3478898,0.403508771929825
EGLS,1980,61,8149536,0.540983606557377
EGLS,1981,42,4796164,0.5
EGLS,1982,50,3841230,0.3
FLAG,1978,57,3478898,0.175438596491228
FLAG,1980,61,8149536,0.344262295081967
FLAG,1981,42,4796164,0.761904761904762
FLAG,1982,50,3841230,0.02
GBLC,1978,57,3478898,0.245614035087719
GBLC,1980,61,8149536,0.508196721311475
GBLC,1981,42,4796164,0.571428571428571
GBLC,1982,50,3841230,0.08
GSPT,1978,57,3478898,0.912280701754386
GSPT,1980,61,8149536,0.918032786885246
GSPT,1981,42,4796164,0.928571428571429
GSPT,1982,50,3841230,0.98
GSRK,1978,57,3478898,0.929824561403509
GSRK,1980,61,8149536,0.836065573770492
GSRK,1981,42,4796164,0.976190476190476
GSRK,1982,50,3841230,0.96
KLPG,1978,57,3478898,0.368421052631579
KLPG,1980,61,8149536,0.459016393442623
KLPG,1981,42,4796164,0.785714285714286
KLPG,1982,50,3841230,0.02
LCOD,1978,57,3478898,0.789473684210526
LCOD,1980,61,8149536,0.934426229508197
LCOD,1981,42,4796164,1
LCOD,1982,50,3841230,1
OLVE,1978,57,3478898,0.684210526315789
OLVE,1980,61,8149536,0.918032786885246
OLVE,1981,42,4796164,1
OLVE,1982,50,3841230,0.94
PNKR,1978,57,3478898,0.43859649122807
PNKR,1980,61,8149536,0.295081967213115
PNKR,1981,42,4796164,0.380952380952381
PNKR,1982,50,3841230,0.44
RDBD,1978,57,3478898,0.473684210526316
RDBD,1980,61,8149536,0.491803278688525
RDBD,1981,42,4796164,0.452380952380952
RDBD,1982,50,3841230,0.3
REX,1978,57,3478898,0.421052631578947
REX,1980,61,8149536,0.360655737704918
REX,1981,42,4796164,0.380952380952381
REX,1982,50,3841230,0.38
SABL,1978,57,3478898,0.333333333333333
SABL,1980,61,8149536,0.508196721311475
SABL,1981,42,4796164,0.119047619047619
SABL,1982,50,3841230,0.04
SBLY,1978,57,3478898,0.789473684210526
SBLY,1980,61,8149536,0.983606557377049
SBLY,1981,42,4796164,0.976190476190476
SBLY,1982,50,3841230,0.98
SNOS,1978,57,3478898,0.666666666666667
SNOS,1980,61,8149536,0.967213114754098
SNOS,1981,42,4796164,0.880952380952381
SNOS,1982,50,3841230,0.82
SPKL,1978,57,3478898,0.947368421052632
SPKL,1980,61,8149536,0.983606557377049
SPKL,1981,42,4796164,0.952380952380952
SPKL,1982,50,3841230,0.96
SSPN,1978,57,3478898,0.807017543859649
SSPN,1980,61,8149536,0.983606557377049
SSPN,1981,42,4796164,0.952380952380952
SSPN,1982,50,3841230,0.94
STRK,1978,57,3478898,0.789473684210526
STRK,1980,61,8149536,0.934426229508197
STRK,1981,42,4796164,0.976190476190476
STRK,1982,50,3841230,0.92
TIGR,1978,57,3478898,0.280701754385965
TIGR,1980,61,8149536,0.344262295081967
TIGR,1981,42,4796164,0.738095238095238
TIGR,1982,50,3841230,0.42
VRML,1978,57,3478898,0.578947368421053
VRML,1980,61,8149536,0.770491803278688
VRML,1981,42,4796164,0.80952380952381
VRML,1982,50,3841230,0.6
WDOW,1978,57,3478898,0.684210526315789
WDOW,1980,61,8149536,0.80327868852459
WDOW,1981,42,4796164,0.761904761904762
WDOW,1982,50,3841230,0.82
YTRK,1978,57,3478898,0.666666666666667
YTRK,1980,61,8149536,0.950819672131147
YTRK,1981,42,4796164,0.904761904761905
YTRK,1982,50,3841230,0.94
